Districts,Year,Season,Crops,Yield,Soil_Mois,Soil_Temp
Ramanagara,2021,Kharif,Maize,2180,24.8,26.4
Ramanagara,2021,Rabi,Onion,2410,15.6,27.61
Ramanagara,2021,Kharif,Onion,3630,24.8,26.4
Ramanagara,2021,Rabi,Urad,7000,15.6,27.61
Ramanagara,2021,Kharif,Urad,10670,22,26.4
Ramanagara,2021,Rabi,Cotton,490,17.6,27.37
Ramanagara,2021,Kharif,Cotton,500,22,26.36
Ramanagara,2022,Rabi,Groundnut,3000,17.6,27.37
Ramanagara,2022,Kharif,Groundnut,670,22,26.36
Ramanagara,2022,Rabi,Maize,1770,17.6,27.37
Ramanagara,2022,Kharif,Maize,2180,22,26.36
Ramanagara,2022,Rabi,Onion,3910,17.6,27.37
Ramanagara,2022,Kharif,Onion,3490,22,26.36
Ramanagara,2022,Rabi,Urad,6670,17.6,27.37
Ramanagara,2022,Kharif,Urad,13000,26.4,26.36
Ramanagara,2022,Rabi,Cotton,440,19.6,28.29
Ramanagara,2022,Kharif,Cotton,500,26.4,26.56
Shimoga,2015,Rabi,Groundnut,4830,19.6,28.29
Shimoga,2015,Kharif,Groundnut,670,26.4,26.56
Shimoga,2015,Rabi,Maize,670,19.6,28.29
Shimoga,2015,Kharif,Maize,2180,26.4,26.56
Shimoga,2015,Rabi,Onion,4010,19.6,28.29
Shimoga,2015,Kharif,Onion,4280,26.4,26.56
Shimoga,2015,Rabi,Urad,4500,19.6,28.29
Shimoga,2015,Kharif,Urad,13000,25.6,26.56
Shimoga,2015,Rabi,Cotton,200,18,27.63
Shimoga,2015,Kharif,Cotton,500,25.6,25.33
Shimoga,2016,Rabi,Groundnut,2100,18,27.63
Shimoga,2016,Kharif,Groundnut,670,25.6,25.33
Shimoga,2016,Rabi,Maize,500,18,27.63
Shimoga,2016,Kharif,Maize,2180,25.6,25.33
Shimoga,2016,Rabi,Onion,3380,18,27.63
Shimoga,2016,Kharif,Onion,3800,25.6,25.33
Shimoga,2016,Rabi,Urad,7000,18,27.63
Shimoga,2016,Kharif,Urad,14500,28,25.33
Shimoga,2016,Rabi,Cotton,500,16.8,28.39
Shimoga,2016,Kharif,Cotton,500,28,25.72
Shimoga,2017,Rabi,Groundnut,3500,16.8,28.39
Shimoga,2017,Kharif,Groundnut,670,28,25.72
Shimoga,2017,Rabi,Maize,1100,16.8,28.39
Shimoga,2017,Kharif,Maize,2180,28,25.72
Shimoga,2017,Rabi,Onion,5130,16.8,28.39
Shimoga,2017,Kharif,Onion,5030,28,25.72
Shimoga,2017,Rabi,Urad,7000,16.8,28.39
Shimoga,2017,Kharif,Urad,14000,26,25.72
Shimoga,2017,Rabi,Cotton,500,14,27.4
Shimoga,2017,Kharif,Cotton,450,26,26.88
Shimoga,2018,Rabi,Groundnut,1960,14,27.4
Shimoga,2018,Kharif,Groundnut,670,26,26.88
Shimoga,2018,Rabi,Maize,680,14,27.4
Shimoga,2018,Kharif,Maize,2180,26,26.88
Shimoga,2018,Rabi,Onion,3510,14,27.4
Shimoga,2018,Kharif,Onion,4750,26,26.88
Shimoga,2018,Rabi,Urad,7000,14,27.4
Shimoga,2018,Kharif,Urad,14000,25.2,26.88
Shimoga,2018,Rabi,Cotton,500,21.2,27.3
Shimoga,2018,Kharif,Cotton,450,25.2,26.22
Shimoga,2019,Rabi,Groundnut,2890,21.2,27.3
Shimoga,2019,Kharif,Groundnut,670,25.2,26.22
Shimoga,2019,Rabi,Maize,890,21.2,27.3
Shimoga,2019,Kharif,Maize,2180,25.2,26.22
Shimoga,2019,Rabi,Onion,3700,21.2,27.3
Shimoga,2019,Kharif,Onion,4110,25.2,26.22
Shimoga,2019,Rabi,Urad,8000,21.2,27.3
Shimoga,2019,Kharif,Urad,14000,24.8,26.22
Shimoga,2019,Rabi,Cotton,330,21.2,28.79
Shimoga,2019,Kharif,Cotton,330,24.8,26.34
Shimoga,2020,Rabi,Groundnut,2880,21.2,28.79
Shimoga,2020,Kharif,Groundnut,670,24.8,26.34
Shimoga,2020,Rabi,Maize,940,21.2,28.79
Shimoga,2020,Kharif,Maize,2180,24.8,26.34
Shimoga,2020,Rabi,Onion,4450,21.2,28.79
Shimoga,2020,Kharif,Onion,5030,24.8,26.34
Shimoga,2020,Rabi,Urad,8000,21.2,28.79
Shimoga,2020,Kharif,Urad,12500,22.8,26.34
Shimoga,2020,Rabi,Cotton,570,14.8,28.78
Shimoga,2020,Kharif,Cotton,500,22.8,26.51
Shimoga,2021,Rabi,Groundnut,2950,14.8,28.78
Shimoga,2021,Kharif,Groundnut,670,22.8,26.51
Shimoga,2021,Rabi,Maize,750,14.8,28.78
Shimoga,2021,Kharif,Maize,2180,22.8,26.51
Shimoga,2021,Rabi,Onion,4320,14.8,28.78
Shimoga,2021,Kharif,Onion,4440,22.8,26.51
Shimoga,2021,Rabi,Urad,7000,14.8,28.78
Shimoga,2021,Kharif,Urad,12500,22,26.51
Shimoga,2021,Rabi,Cotton,330,16,28.37
Shimoga,2021,Kharif,Cotton,530,22,25.26
Shimoga,2022,Rabi,Groundnut,3260,16,28.37
Shimoga,2022,Kharif,Groundnut,670,22,25.26
Shimoga,2022,Rabi,Maize,810,16,28.37
Shimoga,2022,Kharif,Maize,2000,22,25.26
Shimoga,2022,Rabi,Onion,2690,16,28.37
Shimoga,2022,Kharif,Onion,4110,22,25.26
Shimoga,2022,Rabi,Urad,7000,16,28.37
Shimoga,2022,Kharif,Urad,12500,24.8,25.26
Shimoga,2022,Rabi,Cotton,500,20,28.36
Shimoga,2022,Kharif,Cotton,1000,24.8,26.2
Tumkur,2015,Rabi,Groundnut,1800,20,28.36
Tumkur,2015,Kharif,Groundnut,670,24.8,26.2
Tumkur,2015,Rabi,Maize,680,20,28.36
Tumkur,2015,Kharif,Maize,2000,24.8,26.2
Tumkur,2015,Rabi,Onion,2580,20,28.36
Tumkur,2015,Kharif,Onion,2480,24.8,26.2
Tumkur,2015,Rabi,Urad,5570,20,28.36
Tumkur,2015,Kharif,Urad,5670,26,26.2
Tumkur,2015,Rabi,Cotton,540,21.6,28.7
Tumkur,2015,Kharif,Cotton,1000,26,26.99
Tumkur,2016,Rabi,Groundnut,12960,21.6,28.7
Tumkur,2016,Kharif,Groundnut,500,26,26.99
Tumkur,2016,Rabi,Maize,320,21.6,28.7
Tumkur,2016,Kharif,Maize,2000,26,26.99
Tumkur,2016,Rabi,Onion,1640,21.6,28.7
Tumkur,2016,Kharif,Onion,1630,26,26.99
Tumkur,2016,Rabi,Urad,6230,21.6,28.7
Tumkur,2016,Kharif,Urad,14330,22.4,26.99
Tumkur,2016,Rabi,Cotton,480,16.4,27.83
Tumkur,2016,Kharif,Cotton,1000,22.4,25.36
Tumkur,2017,Rabi,Groundnut,530,16.4,27.83
Tumkur,2017,Kharif,Groundnut,500,22.4,25.36
Tumkur,2017,Rabi,Maize,780,16.4,27.83
Tumkur,2017,Kharif,Maize,2000,22.4,25.36
Tumkur,2017,Rabi,Onion,2930,16.4,27.83
Tumkur,2017,Kharif,Onion,2500,22.4,25.36
Tumkur,2017,Rabi,Urad,13000,16.4,27.83
Tumkur,2017,Kharif,Urad,14140,25.2,25.36
Tumkur,2017,Rabi,Cotton,260,16.8,27.66
Tumkur,2017,Kharif,Cotton,1000,25.2,25.23
Tumkur,2018,Rabi,Groundnut,1200,16.8,27.66
Tumkur,2018,Kharif,Groundnut,500,25.2,25.23
Tumkur,2018,Rabi,Maize,570,16.8,27.66
Tumkur,2018,Kharif,Maize,2000,25.2,25.23
Tumkur,2018,Rabi,Onion,1360,16.8,27.66
Tumkur,2018,Kharif,Onion,3500,25.2,25.23
Tumkur,2018,Rabi,Urad,7810,16.8,27.66
Tumkur,2018,Kharif,Urad,13240,28,25.23
Tumkur,2018,Rabi,Cotton,290,16.4,28.03
Tumkur,2018,Kharif,Cotton,1000,28,26.59
Tumkur,2019,Rabi,Groundnut,1930,16.4,28.03
Tumkur,2019,Kharif,Groundnut,500,28,26.59
Tumkur,2019,Rabi,Maize,890,16.4,28.03
Tumkur,2019,Kharif,Maize,2000,28,26.59
Tumkur,2019,Rabi,Onion,2710,16.4,28.03
Tumkur,2019,Kharif,Onion,3460,28,26.59
Tumkur,2019,Rabi,Urad,10380,16.4,28.03
Tumkur,2019,Kharif,Urad,13950,26,26.59
Tumkur,2019,Rabi,Cotton,280,18.4,27.91
Tumkur,2019,Kharif,Cotton,500,26,26.72
Tumkur,2020,Rabi,Groundnut,2250,18.4,27.91
Tumkur,2020,Kharif,Groundnut,500,26,26.72
Tumkur,2020,Rabi,Maize,810,18.4,27.91
Tumkur,2020,Kharif,Maize,2000,26,26.72
Tumkur,2020,Rabi,Onion,2770,18.4,27.91
Tumkur,2020,Kharif,Onion,1220,26,26.72
Tumkur,2020,Rabi,Urad,9750,18.4,27.91
Tumkur,2020,Kharif,Urad,12500,24,26.72
Tumkur,2020,Rabi,Cotton,340,18.4,28.76
Tumkur,2020,Kharif,Cotton,500,24,25.48
Tumkur,2021,Rabi,Groundnut,1360,18.4,28.76
Tumkur,2021,Kharif,Groundnut,500,24,25.48
Tumkur,2021,Rabi,Maize,620,18.4,28.76
Tumkur,2021,Kharif,Maize,2000,24,25.48
Tumkur,2021,Rabi,Onion,1880,18.4,28.76
Tumkur,2021,Kharif,Onion,1740,24,25.48
Tumkur,2021,Rabi,Urad,8700,18.4,28.76
Tumkur,2021,Kharif,Urad,10940,25.6,25.48
Tumkur,2021,Rabi,Cotton,120,20,27.45
Tumkur,2021,Kharif,Cotton,500,25.6,25.82
Tumkur,2022,Rabi,Groundnut,1640,20,27.45
Tumkur,2022,Kharif,Groundnut,910,25.6,25.82
Tumkur,2022,Rabi,Maize,710,20,27.45
Tumkur,2022,Kharif,Maize,2180,25.6,25.82
Tumkur,2022,Rabi,Onion,2600,20,27.45
Tumkur,2022,Kharif,Onion,1420,25.6,25.82
Tumkur,2022,Rabi,Urad,7580,20,27.45
Tumkur,2022,Kharif,Urad,13310,22.8,25.82
Tumkur,2022,Rabi,Cotton,250,20,27.51
Tumkur,2022,Kharif,Cotton,500,22.8,26.64
Uttar kannad,2015,Rabi,Groundnut,1860,20,27.51
Uttar kannad,2015,Kharif,Groundnut,910,22.8,26.64
Uttar kannad,2015,Rabi,Maize,670,20,27.51
Uttar kannad,2015,Kharif,Maize,1580,22.8,26.64
Uttar kannad,2015,Rabi,Onion,4690,20,27.51
Uttar kannad,2015,Kharif,Onion,2490,22.8,26.64
Uttar kannad,2015,Rabi,Urad,7580,20,27.51
Uttar kannad,2015,Kharif,Urad,5650,23.2,26.64
Uttar kannad,2015,Rabi,Cotton,1000,18,28.06
Uttar kannad,2015,Kharif,Cotton,390,23.2,25.37
Uttar kannad,2016,Rabi,Groundnut,3050,18,28.06
Uttar kannad,2016,Kharif,Groundnut,910,23.2,25.37
Uttar kannad,2016,Rabi,Maize,500,18,28.06
Uttar kannad,2016,Kharif,Maize,2120,23.2,25.37
Uttar kannad,2016,Rabi,Onion,5620,18,28.06
Uttar kannad,2016,Kharif,Onion,3000,23.2,25.37
Uttar kannad,2016,Rabi,Urad,7580,18,28.06
Uttar kannad,2016,Kharif,Urad,14320,25.2,25.37
Uttar kannad,2016,Rabi,Cotton,1000,21.2,28.82
Uttar kannad,2016,Kharif,Cotton,480,25.2,25.94
Uttar kannad,2017,Rabi,Groundnut,3600,21.2,28.82
Uttar kannad,2017,Kharif,Groundnut,910,25.2,25.94
Uttar kannad,2017,Rabi,Maize,1110,21.2,28.82
Uttar kannad,2017,Kharif,Maize,2160,25.2,25.94
Uttar kannad,2017,Rabi,Onion,5650,21.2,28.82
Uttar kannad,2017,Kharif,Onion,3710,25.2,25.94
Uttar kannad,2017,Rabi,Urad,7580,21.2,28.82
Uttar kannad,2017,Kharif,Urad,14180,22,25.94
Uttar kannad,2017,Rabi,Cotton,1000,20,28.24
Uttar kannad,2017,Kharif,Cotton,450,22,25.74
Uttar kannad,2018,Rabi,Groundnut,2500,20,28.24
Uttar kannad,2018,Kharif,Groundnut,910,22,25.74
Uttar kannad,2018,Rabi,Maize,680,20,28.24
Uttar kannad,2018,Kharif,Maize,2210,22,25.74
Uttar kannad,2018,Rabi,Onion,3940,20,28.24
Uttar kannad,2018,Kharif,Onion,3390,22,25.74
Uttar kannad,2018,Rabi,Urad,7580,20,28.24
Uttar kannad,2018,Kharif,Urad,13260,26,25.74
Uttar kannad,2018,Rabi,Cotton,1000,15.2,27.37
Uttar kannad,2018,Kharif,Cotton,530,26,26.47
Uttar kannad,2019,Rabi,Groundnut,2650,15.2,27.37
Uttar kannad,2019,Kharif,Groundnut,750,26,26.47
Uttar kannad,2019,Rabi,Maize,900,15.2,27.37
Uttar kannad,2019,Kharif,Maize,2270,26,26.47
Uttar kannad,2019,Rabi,Onion,4310,15.2,27.37
Uttar kannad,2019,Kharif,Onion,3460,26,26.47
Uttar kannad,2019,Rabi,Urad,7580,15.2,27.37
Uttar kannad,2019,Kharif,Urad,13950,23.2,26.47
Uttar kannad,2019,Rabi,Cotton,1000,18.8,28.11
Uttar kannad,2019,Kharif,Cotton,470,23.2,26.53
Uttar kannad,2020,Rabi,Groundnut,2480,18.8,28.11
Uttar kannad,2020,Kharif,Groundnut,750,23.2,26.53
Uttar kannad,2020,Rabi,Maize,940,18.8,28.11
Uttar kannad,2020,Kharif,Maize,2270,23.2,26.53
Uttar kannad,2020,Rabi,Onion,4690,18.8,28.11
Uttar kannad,2020,Kharif,Onion,3690,23.2,26.53
Uttar kannad,2020,Rabi,Urad,7580,18.8,28.11
Uttar kannad,2020,Kharif,Urad,12480,27.6,26.53
Uttar kannad,2020,Rabi,Cotton,1000,15.2,27.18
Uttar kannad,2020,Kharif,Cotton,530,27.6,25.25
Uttar kannad,2021,Rabi,Groundnut,2760,15.2,27.18
Uttar kannad,2021,Kharif,Groundnut,750,27.6,25.25
Uttar kannad,2021,Rabi,Maize,730,15.2,27.18
Uttar kannad,2021,Kharif,Maize,1910,27.6,25.25
Uttar kannad,2021,Rabi,Onion,4720,15.2,27.18
Uttar kannad,2021,Kharif,Onion,3630,27.6,25.25
Uttar kannad,2021,Rabi,Urad,7580,15.2,27.18
Uttar kannad,2021,Kharif,Urad,10680,23.2,25.25
Uttar kannad,2021,Rabi,Cotton,490,16.8,27.04
Uttar kannad,2021,Kharif,Cotton,530,23.2,25.72
Uttar kannad,2022,Rabi,Groundnut,1860,16.8,27.04
Uttar kannad,2022,Kharif,Groundnut,750,23.2,25.72
Uttar kannad,2022,Rabi,Maize,780,16.8,27.04
Uttar kannad,2022,Kharif,Maize,2320,23.2,25.72
Uttar kannad,2022,Rabi,Onion,4110,16.8,27.04
Uttar kannad,2022,Kharif,Onion,3490,23.2,25.72
Uttar kannad,2022,Rabi,Urad,7580,16.8,27.04
Uttar kannad,2022,Kharif,Urad,13000,26,25.72
Uttar kannad,2022,Rabi,Cotton,490,17.2,28.67
Uttar kannad,2022,Kharif,Cotton,520,26,26.35
Yadgir,2015,Rabi,Groundnut,1950,17.2,28.67
Yadgir,2015,Kharif,Groundnut,900,26,26.35
Yadgir,2015,Rabi,Maize,640,17.2,28.67
Yadgir,2015,Kharif,Maize,2180,26,26.35
Yadgir,2015,Rabi,Onion,2100,17.2,28.67
Yadgir,2015,Kharif,Onion,2490,26,26.35
Yadgir,2015,Rabi,Urad,4370,17.2,28.67
Yadgir,2015,Kharif,Urad,5660,24.8,26.35
Yadgir,2015,Rabi,Cotton,190,14.4,27.35
Yadgir,2015,Kharif,Cotton,520,24.8,25.58
Yadgir,2016,Rabi,Groundnut,2410,14.4,27.35
Yadgir,2016,Kharif,Groundnut,900,24.8,25.58
Yadgir,2016,Rabi,Maize,660,14.4,27.35
Yadgir,2016,Kharif,Maize,2180,24.8,25.58
Yadgir,2016,Rabi,Onion,1550,14.4,27.35
Yadgir,2016,Kharif,Onion,3000,24.8,25.58
Yadgir,2016,Rabi,Urad,3330,14.4,27.35
Yadgir,2016,Kharif,Urad,14320,26,25.58
Yadgir,2016,Rabi,Cotton,370,18.8,28.59
Yadgir,2016,Kharif,Cotton,520,26,25.5
Yadgir,2017,Rabi,Groundnut,6500,18.8,28.59
Yadgir,2017,Kharif,Groundnut,900,26,25.5
Yadgir,2017,Rabi,Maize,1600,18.8,28.59
Yadgir,2017,Kharif,Maize,2180,26,25.5
Yadgir,2017,Rabi,Onion,4340,18.8,28.59
Yadgir,2017,Kharif,Onion,3720,26,25.5
Yadgir,2017,Rabi,Urad,14540,18.8,28.59
Yadgir,2017,Kharif,Urad,14180,26.4,25.5
Yadgir,2017,Rabi,Cotton,950,16,28.61
Yadgir,2017,Kharif,Cotton,520,26.4,25.4
Yadgir,2018,Rabi,Groundnut,1760,16,28.61
Yadgir,2018,Kharif,Groundnut,900,26.4,25.4
Yadgir,2018,Rabi,Maize,1120,16,28.61
Yadgir,2018,Kharif,Maize,2180,26.4,25.4
Yadgir,2018,Rabi,Onion,2630,16,28.61
Yadgir,2018,Kharif,Onion,3000,26.4,25.4
Yadgir,2018,Rabi,Urad,7570,16,28.61
Yadgir,2018,Kharif,Urad,13260,22,25.4
Yadgir,2018,Rabi,Cotton,500,14.8,27.96
Yadgir,2018,Kharif,Cotton,520,22,25.67
Yadgir,2019,Rabi,Groundnut,4910,14.8,27.96
Yadgir,2019,Kharif,Groundnut,720,22,25.67
Yadgir,2019,Rabi,Maize,1330,14.8,27.96
Yadgir,2019,Kharif,Maize,2180,22,25.67
Yadgir,2019,Rabi,Onion,4650,14.8,27.96
Yadgir,2019,Kharif,Onion,3460,22,25.67
Yadgir,2019,Rabi,Urad,6090,14.8,27.96
Yadgir,2019,Kharif,Urad,13950,22.4,25.67
Yadgir,2019,Rabi,Cotton,480,14,28.87
Yadgir,2019,Kharif,Cotton,520,22.4,25.44
Yadgir,2020,Rabi,Groundnut,4380,14,28.87
Yadgir,2020,Kharif,Groundnut,590,22.4,25.44
Yadgir,2020,Rabi,Maize,1440,14,28.87
Yadgir,2020,Kharif,Maize,2180,22.4,25.44
Yadgir,2020,Rabi,Onion,1130,14,28.87
Yadgir,2020,Kharif,Onion,3690,22.4,25.44
Yadgir,2020,Rabi,Urad,3280,14,28.87
Yadgir,2020,Kharif,Urad,12500,24.8,25.44
Yadgir,2020,Rabi,Cotton,710,18.8,27.85
Yadgir,2020,Kharif,Cotton,670,24.8,25.19
Yadgir,2021,Rabi,Groundnut,4380,18.8,27.85
Yadgir,2021,Kharif,Groundnut,800,24.8,25.19
Yadgir,2021,Rabi,Maize,1250,18.8,27.85
Yadgir,2021,Kharif,Maize,2180,24.8,25.19
Yadgir,2021,Rabi,Onion,3220,18.8,27.85
Yadgir,2021,Kharif,Onion,3610,24.8,25.19
Yadgir,2021,Rabi,Urad,3570,18.8,27.85
Yadgir,2021,Kharif,Urad,10910,26.8,25.19
Yadgir,2021,Rabi,Cotton,570,18,27.5
Yadgir,2021,Kharif,Cotton,500,26.8,26.56
Yadgir,2022,Rabi,Groundnut,3930,18,27.5
Yadgir,2022,Kharif,Groundnut,900,26.8,26.56
Yadgir,2022,Rabi,Maize,1430,18,27.5
Yadgir,2022,Kharif,Maize,2180,26.8,26.56
Yadgir,2022,Rabi,Onion,3000,18,27.5
Yadgir,2022,Kharif,Onion,3500,26.8,26.56
Yadgir,2022,Rabi,Urad,2690,18,27.5
Yadgir,2022,Kharif,Urad,13260,26,26.56
Yadgir,2022,Rabi,Cotton,620,19.6,28.87
Yadgir,2022,Kharif,Cotton,500,26,26.7
Ahmednagar,2015,Rabi,Groundnut,530,19.6,28.87
Ahmednagar,2015,Kharif,Groundnut,900,26,26.7
Ahmednagar,2015,Rabi,Maize,410,19.6,28.87
Ahmednagar,2015,Kharif,Maize,2180,26,26.7
Ahmednagar,2015,Rabi,Onion,1390,19.6,28.87
Ahmednagar,2015,Kharif,Onion,1720,26,26.7
Ahmednagar,2015,Rabi,Urad,2690,19.6,28.87
Ahmednagar,2015,Kharif,Urad,13260,27.6,26.7
Ahmednagar,2015,Rabi,Cotton,130,15.2,27.04
Ahmednagar,2015,Kharif,Cotton,500,27.6,26.64
Ahmednagar,2016,Rabi,Groundnut,1050,15.2,27.04
Ahmednagar,2016,Kharif,Groundnut,900,27.6,26.64
Ahmednagar,2016,Rabi,Maize,800,15.2,27.04
Ahmednagar,2016,Kharif,Maize,2180,27.6,26.64
Ahmednagar,2016,Rabi,Onion,3120,15.2,27.04
Ahmednagar,2016,Kharif,Onion,3880,27.6,26.64
Ahmednagar,2016,Rabi,Urad,2690,15.2,27.04
Ahmednagar,2016,Kharif,Urad,13260,24.8,26.64
Ahmednagar,2016,Rabi,Cotton,450,20.8,27.75
Ahmednagar,2016,Kharif,Cotton,500,24.8,25.43
Ahmednagar,2017,Rabi,Groundnut,1660,20.8,27.75
Ahmednagar,2017,Kharif,Groundnut,900,24.8,25.43
Ahmednagar,2017,Rabi,Maize,970,20.8,27.75
Ahmednagar,2017,Kharif,Maize,2180,24.8,25.43
Ahmednagar,2017,Rabi,Onion,2820,20.8,27.75
Ahmednagar,2017,Kharif,Onion,3300,24.8,25.43
Ahmednagar,2017,Rabi,Urad,2690,20.8,27.75
Ahmednagar,2017,Kharif,Urad,13260,25.6,25.43
Ahmednagar,2017,Rabi,Cotton,250,14.8,28.36
Ahmednagar,2017,Kharif,Cotton,500,25.6,26.39
Ahmednagar,2018,Rabi,Groundnut,370,14.8,28.36
Ahmednagar,2018,Kharif,Groundnut,900,25.6,26.39
Ahmednagar,2018,Rabi,Maize,510,14.8,28.36
Ahmednagar,2018,Kharif,Maize,2180,25.6,26.39
Ahmednagar,2018,Rabi,Onion,3350,14.8,28.36
Ahmednagar,2018,Kharif,Onion,1030,25.6,26.39
Ahmednagar,2018,Rabi,Urad,2690,14.8,28.36
Ahmednagar,2018,Kharif,Urad,13260,23.2,26.39
Ahmednagar,2018,Rabi,Cotton,180,14.4,28.4
Ahmednagar,2018,Kharif,Cotton,500,23.2,25.54
Ahmednagar,2019,Rabi,Groundnut,920,14.4,28.4
Ahmednagar,2019,Kharif,Groundnut,900,23.2,25.54
Ahmednagar,2019,Rabi,Maize,590,14.4,28.4
Ahmednagar,2019,Kharif,Maize,2180,23.2,25.54
Ahmednagar,2019,Rabi,Onion,340,14.4,28.4
Ahmednagar,2019,Kharif,Onion,2940,23.2,25.54
Ahmednagar,2019,Rabi,Urad,2690,14.4,28.4
Ahmednagar,2019,Kharif,Urad,13260,24,25.54
Ahmednagar,2019,Rabi,Cotton,220,16.4,27.4
Ahmednagar,2019,Kharif,Cotton,500,24,25.51
Ahmednagar,2020,Rabi,Groundnut,2310,16.4,27.4
Ahmednagar,2020,Kharif,Groundnut,900,24,25.51
Ahmednagar,2020,Rabi,Maize,840,16.4,27.4
Ahmednagar,2020,Kharif,Maize,2180,24,25.51
Ahmednagar,2020,Rabi,Onion,3350,16.4,27.4
Ahmednagar,2020,Kharif,Onion,2730,24,25.51
Ahmednagar,2020,Rabi,Urad,2690,16.4,27.4
Ahmednagar,2020,Kharif,Urad,13260,24,25.51
Ahmednagar,2020,Rabi,Cotton,1000,14.8,28.16
Ahmednagar,2020,Kharif,Cotton,500,24,26.18
Ahmednagar,2021,Rabi,Groundnut,1710,14.8,28.16
Ahmednagar,2021,Kharif,Groundnut,900,24,26.18
Ahmednagar,2021,Rabi,Maize,870,14.8,28.16
Ahmednagar,2021,Kharif,Maize,2180,24,26.18
Ahmednagar,2021,Rabi,Onion,3190,14.8,28.16
Ahmednagar,2021,Kharif,Onion,2640,24,26.18
Ahmednagar,2021,Rabi,Urad,2690,14.8,28.16
Ahmednagar,2021,Kharif,Urad,13260,25.6,26.18
Ahmednagar,2021,Rabi,Cotton,500,15.2,28.27
Ahmednagar,2021,Kharif,Cotton,500,25.6,26.33
Ahmednagar,2022,Rabi,Groundnut,1940,15.2,28.27
Ahmednagar,2022,Kharif,Groundnut,900,25.6,26.33
Ahmednagar,2022,Rabi,Maize,1050,15.2,28.27
Ahmednagar,2022,Kharif,Maize,2180,25.6,26.33
Ahmednagar,2022,Rabi,Onion,1990,15.2,28.27
Ahmednagar,2022,Kharif,Onion,2340,25.6,26.33
Ahmednagar,2022,Rabi,Urad,2690,15.2,28.27
Ahmednagar,2022,Kharif,Urad,13260,26.4,26.33
Ahmednagar,2022,Rabi,Cotton,1020,16.4,27.85
Ahmednagar,2022,Kharif,Cotton,500,26.4,25.3
Akola,2015,Rabi,Groundnut,1360,16.4,27.85
Akola,2015,Kharif,Groundnut,900,26.4,25.3
Akola,2015,Rabi,Maize,1050,16.4,27.85
Akola,2015,Kharif,Maize,2180,26.4,25.3
Akola,2015,Rabi,Onion,2000,16.4,27.85
Akola,2015,Kharif,Onion,1000,26.4,25.3
Akola,2015,Rabi,Urad,2690,16.4,27.85
Akola,2015,Kharif,Urad,13260,28,25.3
Akola,2015,Rabi,Cotton,210,20.8,28.97
Akola,2015,Kharif,Cotton,500,28,25.18
Akola,2016,Rabi,Groundnut,2850,20.8,28.97
Akola,2016,Kharif,Groundnut,900,28,25.18
Akola,2016,Rabi,Maize,1050,20.8,28.97
Akola,2016,Kharif,Maize,2180,28,25.18
Akola,2016,Rabi,Onion,2000,20.8,28.97
Akola,2016,Kharif,Onion,1000,28,25.18
Akola,2016,Rabi,Urad,2690,20.8,28.97
Akola,2016,Kharif,Urad,13260,26.4,25.18
Akola,2016,Rabi,Cotton,880,21.6,28.39
Akola,2016,Kharif,Cotton,500,26.4,26.35
Akola,2017,Rabi,Groundnut,1460,21.6,28.39
Akola,2017,Kharif,Groundnut,900,26.4,26.35
Akola,2017,Rabi,Maize,1050,21.6,28.39
Akola,2017,Kharif,Maize,2180,26.4,26.35
Akola,2017,Rabi,Onion,2670,21.6,28.39
Akola,2017,Kharif,Onion,1000,26.4,26.35
Akola,2017,Rabi,Urad,2690,21.6,28.39
Akola,2017,Kharif,Urad,13260,23.6,26.35
Akola,2017,Rabi,Cotton,300,16.4,27.96
Akola,2017,Kharif,Cotton,500,23.6,25.18
Akola,2018,Rabi,Groundnut,2490,16.4,27.96
Akola,2018,Kharif,Groundnut,900,23.6,25.18
Akola,2018,Rabi,Maize,1050,16.4,27.96
Akola,2018,Kharif,Maize,2180,23.6,25.18
Akola,2018,Rabi,Onion,1440,16.4,27.96
Akola,2018,Kharif,Onion,740,23.6,25.18
Akola,2018,Rabi,Urad,2690,16.4,27.96
Akola,2018,Kharif,Urad,13260,25.2,25.18
Akola,2018,Rabi,Cotton,490,18.4,28.91
Akola,2018,Kharif,Cotton,500,25.2,25.66
Akola,2019,Rabi,Groundnut,2460,18.4,28.91
Akola,2019,Kharif,Groundnut,900,25.2,25.66
Akola,2019,Rabi,Maize,680,18.4,28.91
Akola,2019,Kharif,Maize,2180,25.2,25.66
Akola,2019,Rabi,Onion,2160,18.4,28.91
Akola,2019,Kharif,Onion,1250,25.2,25.66
Akola,2019,Rabi,Urad,2690,18.4,28.91
Akola,2019,Kharif,Urad,13260,27.2,25.66
Akola,2019,Rabi,Cotton,360,19.2,27.2
Akola,2019,Kharif,Cotton,500,27.2,26.15
Akola,2020,Rabi,Groundnut,2110,19.2,27.2
Akola,2020,Kharif,Groundnut,900,27.2,26.15
Akola,2020,Rabi,Maize,910,19.2,27.2
Akola,2020,Kharif,Maize,2180,27.2,26.15
Akola,2020,Rabi,Onion,3420,19.2,27.2
Akola,2020,Kharif,Onion,1290,27.2,26.15
Akola,2020,Rabi,Urad,2690,19.2,27.2
Akola,2020,Kharif,Urad,13260,24.4,26.15
Akola,2020,Rabi,Cotton,210,18,28.54
Akola,2020,Kharif,Cotton,500,24.4,26.04
Akola,2021,Rabi,Groundnut,2000,18,28.54
Akola,2021,Kharif,Groundnut,900,24.4,26.04
Akola,2021,Rabi,Maize,1260,18,28.54
